area,type,state,latitude,longitude,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,violent_crime_rate
Springfield,city,Missouri,37.1968298,-93.2946576,10,0.21,0.33,0.05,0.94,0.05,0.02,0.59,0.64,0.57,0.48,0.22,1.0,0.16,0.5,0.33,0.46,0.53,0.34,0.41,0.2,0.23,0.22,0.19,0.18,0.25,0.22,0.29,0.21,0.47,0.3,0.39,0.32,0.34,0.44,0.31,0.51,0.42,0.34,0.61,0.5,0.6,0.63,0.33,0.57,0.6,0.63,0.58,0.56,0.57,0.03,0.13,0.01,0.5,0.53,0.54,0.55,0.05,0.05,0.05,0.04,0.96,0.04,0.13,0.11,0.28,0.3,0.29,0.45,0.1,0.59,0.0,0.27,0.67,0.45,0.16,0.31,0.56,0.37,0.18,0.08,0.08,0.09,0.18,0.19,0.2,0.18,0.49,0.2,0.22,0.19,0.01,0.04,0.66,0.38,0.5,0.59,,,,,,,,,,,,,,,,,,0.2,0.17,0.05,,,,,0.0,,0.18
Jefferson City,city,Missouri,38.577359,-92.1724265,5,0.04,0.36,0.2,0.83,0.03,0.01,0.36,0.47,0.31,0.49,0.0,0.0,0.26,0.54,0.67,0.6,0.52,0.17,0.58,0.35,0.36,0.35,0.38,0.21,0.15,0.16,0.56,0.03,0.25,0.35,0.37,0.44,0.27,0.46,0.13,0.48,0.18,0.57,0.6,0.47,0.5,0.56,0.37,0.65,0.68,0.67,0.62,0.87,0.82,0.01,0.17,0.0,0.25,0.2,0.32,0.34,0.02,0.02,0.02,0.02,0.95,0.02,0.15,0.12,0.28,0.4,0.15,0.58,0.04,0.49,0.5,0.07,0.67,0.51,0.1,0.34,0.5,0.24,0.11,0.11,0.1,0.11,0.14,0.16,0.14,0.17,0.28,0.17,0.26,0.02,0.0,0.04,0.8,0.49,0.57,0.77,,,,,,,,,,,,,,,,,,0.08,0.11,0.07,,,,,0.0,,0.09
Bellefontaine Neighbors,city,Missouri,38.7403281,-90.2265001,10,0.0,0.33,0.16,0.87,0.02,0.01,0.15,0.28,0.12,0.88,0.02,1.0,0.33,0.28,0.2,0.66,0.85,0.14,0.95,0.35,0.31,0.31,0.29,0.38,0.04,0.38,0.33,0.0,0.08,0.65,0.59,0.17,0.29,0.29,0.43,0.32,0.39,0.39,0.23,0.34,0.24,0.25,0.3,0.77,0.81,0.91,0.73,0.72,0.7,0.0,0.06,0.0,0.0,0.0,0.5,0.43,0.0,0.0,0.02,0.02,0.96,0.0,0.12,0.12,0.32,0.29,0.41,0.94,0.05,0.49,0.5,0.0,0.94,0.95,0.0,0.52,0.35,0.02,0.0,0.13,0.09,0.07,0.35,0.36,0.36,0.39,0.2,0.23,0.24,0.0,0.0,0.02,0.87,0.88,0.78,0.93,,,,,,,,,,,,,,,,,,0.01,0.21,0.08,,,,,0.0,,0.14
Bridgeton,city,Missouri,38.7566055,-90.42352,6,0.01,0.42,0.07,0.92,0.08,0.02,0.35,0.4,0.25,0.44,0.03,1.0,0.44,0.68,0.4,0.7,0.45,0.06,0.56,0.47,0.42,0.4,0.37,0.11,0.37,0.43,0.33,0.0,0.06,0.22,0.31,0.37,0.13,0.63,0.5,0.31,0.29,0.5,0.45,0.34,0.48,0.49,0.4,0.71,0.74,0.82,0.62,0.72,0.68,0.0,0.09,0.0,0.26,0.27,0.45,0.46,0.03,0.03,0.04,0.04,0.94,0.05,0.16,0.16,0.42,0.47,0.29,0.72,0.05,0.38,0.5,0.02,0.83,0.68,0.05,0.23,0.56,0.03,0.06,0.21,0.19,0.18,0.41,0.36,0.36,0.38,0.09,0.11,0.17,0.0,0.0,0.04,0.76,0.64,0.73,0.78,,,,,,,,,,,,,,,,,,0.04,0.1,0.03,,,,,0.0,,0.32
Sedalia,city,Missouri,38.7098314,-93.2295515,4,0.02,0.28,0.11,0.91,0.03,0.01,0.35,0.42,0.26,0.65,0.0,0.0,0.13,0.34,0.34,0.42,0.73,0.36,0.45,0.17,0.18,0.18,0.18,0.1,0.13,0.87,0.43,0.03,0.39,0.5,0.54,0.16,0.61,0.37,0.55,0.42,0.69,0.29,0.59,0.26,0.56,0.6,0.35,0.61,0.58,0.62,0.51,0.75,0.68,0.0,0.1,0.0,0.73,0.64,0.63,0.7,0.05,0.04,0.03,0.04,0.97,0.03,0.16,0.14,0.3,0.31,0.29,0.64,0.08,0.59,0.0,0.05,0.6,0.63,0.15,0.6,0.29,0.52,0.32,0.03,0.03,0.04,0.1,0.13,0.13,0.16,0.5,0.25,0.46,0.0,0.0,0.02,0.78,0.58,0.65,0.75,,,,,,,,,,,,,,,,,,0.03,0.15,0.02,,,,,0.0,,0.24
Warrensburg,city,Missouri,38.7624373,-93.7409596,10,0.01,0.65,0.15,0.84,0.12,0.02,1.0,1.0,1.0,0.25,0.0,0.0,0.13,0.65,0.83,0.53,0.33,0.27,0.38,0.22,0.15,0.15,0.13,0.08,0.36,0.09,0.18,0.03,0.69,0.24,0.26,0.57,0.53,0.3,0.16,0.82,0.23,0.46,0.18,1.0,0.21,0.2,0.31,0.6,0.64,0.72,0.56,0.43,0.54,0.0,0.21,0.0,0.89,0.87,0.8,0.74,0.2,0.17,0.14,0.12,0.92,0.02,0.09,0.07,0.27,0.37,0.25,0.3,0.07,0.65,0.0,0.02,0.66,0.28,0.08,0.32,0.58,0.3,0.09,0.1,0.11,0.11,0.16,0.21,0.22,0.2,0.86,0.29,0.11,0.0,0.0,0.09,0.63,0.09,0.0,0.51,,,,,,,,,,,,,,,,,,0.02,0.15,0.01,,,,,0.0,,0.09
Ferguson,city,Missouri,38.744707,-90.3038975,2,0.02,0.39,0.49,0.6,0.04,0.02,0.29,0.41,0.21,0.51,0.04,1.0,0.29,0.54,0.13,0.52,0.56,0.24,0.68,0.29,0.29,0.31,0.27,0.18,0.22,0.4,0.51,0.01,0.16,0.31,0.39,0.26,0.41,0.5,0.45,0.37,0.4,0.4,0.55,0.37,0.58,0.59,0.44,0.48,0.52,0.66,0.51,0.71,0.72,0.01,0.28,0.0,0.06,0.08,0.37,0.41,0.0,0.01,0.03,0.03,0.97,0.02,0.22,0.21,0.41,0.43,0.35,0.65,0.1,0.55,0.0,0.03,0.75,0.63,0.28,0.48,0.35,0.06,0.16,0.11,0.09,0.09,0.34,0.3,0.26,0.33,0.55,0.25,0.24,0.0,0.0,0.03,0.79,0.71,0.74,0.85,,,,,,,,,,,,,,,,,,0.02,0.3,0.11,,,,,0.0,,0.22
Arnold,city,Missouri,38.4226711,-90.3758287,2,0.01,0.53,0.0,0.99,0.02,0.01,0.45,0.52,0.33,0.25,0.03,1.0,0.37,0.71,0.28,0.42,0.36,0.12,0.41,0.33,0.26,0.24,0.16,0.15,0.45,0.22,0.33,0.01,0.13,0.45,0.49,0.13,0.34,0.63,0.44,0.29,0.5,0.26,0.48,0.31,0.51,0.51,0.52,0.69,0.69,0.76,0.62,0.65,0.67,0.0,0.06,0.0,0.15,0.11,0.09,0.08,0.01,0.0,0.0,0.0,0.98,0.02,0.21,0.23,0.58,0.56,0.55,0.76,0.11,0.39,0.5,0.02,0.83,0.76,0.02,0.35,0.6,0.15,0.2,0.14,0.12,0.1,0.31,0.3,0.3,0.34,0.42,0.21,0.25,0.0,0.0,0.01,0.84,0.66,0.59,0.83,,,,,,,,,,,,,,,,,,0.03,0.14,0.04,,,,,0.0,,0.16
Grandview,city,Missouri,38.8898478,-94.5313816,10,0.02,0.46,0.33,0.71,0.06,0.03,0.5,0.57,0.38,0.21,0.04,1.0,0.35,0.8,0.42,0.43,0.26,0.18,0.44,0.36,0.31,0.31,0.33,0.28,0.27,0.25,0.36,0.01,0.16,0.13,0.23,0.27,0.28,0.74,0.37,0.34,0.39,0.34,0.6,0.43,0.65,0.65,0.51,0.58,0.59,0.7,0.5,0.84,0.84,0.01,0.28,0.0,0.13,0.21,0.2,0.19,0.02,0.02,0.02,0.02,0.92,0.07,0.25,0.24,0.49,0.57,0.36,0.59,0.11,0.43,0.5,0.05,0.58,0.54,0.12,0.26,0.63,0.19,0.1,0.12,0.11,0.1,0.26,0.25,0.26,0.25,0.39,0.2,0.19,0.0,0.0,0.05,0.57,0.51,0.63,0.6,,,,,,,,,,,,,,,,,,0.04,0.14,0.04,,,,,0.0,,0.17
Mexico,city,Missouri,39.1697626,-91.8829484,7,0.0,0.34,0.18,0.85,0.03,0.01,0.35,0.36,0.2,0.73,0.0,0.0,0.2,0.32,0.74,0.44,0.74,0.42,0.63,0.23,0.24,0.25,0.17,0.15,0.5,0,0.18,0.01,0.37,0.52,0.52,0.21,0.25,0.35,0.49,0.57,0.53,0.37,0.47,0.22,0.44,0.48,0.34,0.56,0.59,0.62,0.63,0.61,0.75,0.0,0.17,0.0,0.41,0.37,0.3,0.26,0.02,0.02,0.02,0.01,0.98,0.01,0.14,0.13,0.32,0.3,0.36,0.61,0.07,0.57,0.0,0.02,0.65,0.62,0.14,0.64,0.4,0.44,0.16,0.04,0.04,0.05,0.03,0.09,0.09,0.11,0.46,0.03,0.26,0.0,0.0,0.02,0.87,0.62,0.73,0.8,,,,,,,,,,,,,,,,,,0.03,0.09,0.04,,,,,0.0,,0.06
Berkeley,city,Missouri,38.7544952,-90.3312256,8,0.0,0.57,1.0,0.0,0.02,0.01,0.54,0.57,0.37,0.28,0.02,1.0,0.24,0.7,0.09,0.26,0.4,0.49,0.44,0.23,0.19,0.32,0.23,0.16,0.06,0,0.83,0.02,0.41,0.37,0.5,0.11,0.82,0.51,0.55,0.37,0.61,0.17,0.66,0.58,0.86,0.82,0.64,0.16,0.17,0.24,0.13,0.81,0.84,0.02,0.66,0.0,0.14,0.43,0.49,0.41,0.01,0.02,0.03,0.02,0.96,0.03,0.43,0.42,0.63,0.59,0.65,0.64,0.23,0.6,0.0,0.02,0.63,0.66,1.0,0.46,0.35,0.14,0.06,0.08,0.05,0.04,0.24,0.26,0.29,0.33,0.52,0.3,0.24,0.0,0.0,0.02,0.8,0.7,0.67,0.86,,,,,,,,,,,,,,,,,,0.01,0.21,0.23,,,,,0.0,,0.35
Rolla,city,Missouri,37.9509324,-91.7708076,1,0.01,0.44,0.04,0.88,0.3,0.02,0.84,0.87,0.91,0.42,0.0,0.0,0.12,0.48,0.27,0.51,0.45,0.33,0.5,0.19,0.17,0.16,0.18,0.09,0.27,0.45,0.36,0.02,0.59,0.41,0.39,0.45,0.42,0.23,0.14,0.8,0.25,0.51,0.24,0.93,0.51,0.38,0.34,0.59,0.63,0.59,0.63,0.38,0.46,0.0,0.1,0.01,1.0,0.97,0.94,0.82,0.46,0.36,0.31,0.25,0.88,0.04,0.11,0.09,0.26,0.34,0.25,0.37,0.12,0.59,0.0,0.03,0.62,0.35,0.03,0.43,0.58,0.31,0.17,0.07,0.07,0.08,0.1,0.14,0.16,0.13,0.51,0.17,0.21,0.0,0.0,0.17,0.59,0.22,0.15,0.37,,,,,,,,,,,,,,,,,,0.02,0.15,0.01,,,,,0.0,,0.07
Florissant,city,Missouri,38.7919683,-90.3227803,2,0.07,0.45,0.08,0.93,0.03,0.02,0.33,0.44,0.25,0.45,0.08,1.0,0.42,0.65,0.21,0.63,0.48,0.13,0.67,0.41,0.33,0.32,0.32,0.38,0.35,0.53,0.51,0.01,0.07,0.27,0.33,0.25,0.17,0.59,0.54,0.31,0.34,0.37,0.35,0.33,0.39,0.39,0.44,0.74,0.75,0.84,0.74,0.62,0.6,0.01,0.1,0.0,0.29,0.21,0.25,0.28,0.03,0.02,0.02,0.02,0.96,0.02,0.16,0.17,0.46,0.51,0.27,0.81,0.06,0.31,0.5,0.03,0.9,0.77,0.01,0.24,0.46,0.02,0.16,0.16,0.12,0.09,0.39,0.35,0.38,0.37,0.37,0.09,0.18,0.0,0.0,0.04,0.78,0.82,0.82,0.8,,,,,,,,,,,,,,,,,,0.03,0.42,0.06,,,,,0.0,,0.07
Cape Girardeau,city,Missouri,37.3034933,-89.5230357,10,0.04,0.39,0.16,0.85,0.08,0.01,0.64,0.68,0.64,0.45,0.0,0.0,0.18,0.51,0.41,0.48,0.5,0.27,0.45,0.26,0.24,0.25,0.17,0.16,0.25,0.2,0.24,0.05,0.47,0.39,0.39,0.39,0.4,0.45,0.27,0.63,0.34,0.41,0.41,0.57,0.41,0.43,0.37,0.62,0.61,0.57,0.65,0.65,0.65,0.02,0.28,0.0,1.0,0.94,0.85,0.78,0.14,0.1,0.09,0.07,0.94,0.04,0.15,0.13,0.31,0.4,0.23,0.52,0.07,0.56,0.0,0.06,0.67,0.48,0.16,0.34,0.52,0.41,0.41,0.09,0.1,0.11,0.14,0.16,0.16,0.17,0.61,0.19,0.42,0.0,0.0,0.05,0.75,0.46,0.47,0.66,,,,,,,,,,,,,,,,,,0.06,0.12,0.01,,,,,0.0,,0.14
Columbia,city,Missouri,38.951883,-92.3337366,6,0.09,0.45,0.19,0.78,0.25,0.02,0.94,0.98,1.0,0.24,0.11,1.0,0.17,0.67,0.59,0.53,0.26,0.22,0.27,0.31,0.25,0.27,0.18,0.2,0.18,0.22,0.35,0.12,0.59,0.17,0.2,0.74,0.28,0.48,0.11,1.0,0.2,0.6,0.35,0.92,0.38,0.38,0.35,0.54,0.57,0.68,0.34,0.7,0.69,0.04,0.46,0.03,0.96,0.97,0.89,0.86,0.41,0.36,0.3,0.27,0.87,0.1,0.14,0.1,0.27,0.39,0.24,0.33,0.11,0.61,0.0,0.09,0.76,0.3,0.22,0.32,0.63,0.23,0.09,0.14,0.14,0.16,0.2,0.22,0.24,0.23,0.65,0.24,0.25,0.03,0.01,0.18,0.6,0.13,0.15,0.45,,,,,,,,,,,,,,,,,,0.13,0.13,0.07,,,,,0.0,,0.24
Washington,city,Missouri,37.9559513,-90.879099,8,0.0,0.42,0.01,0.98,0.02,0.01,0.36,0.47,0.26,0.5,0.0,0.0,0.31,0.61,0.37,0.61,0.52,0.15,0.41,0.32,0.28,0.27,0.15,0.31,0.16,0,0.09,0.0,0.12,0.58,0.43,0.21,0.18,0.61,0.74,0.29,0.73,0.28,0.34,0.3,0.31,0.33,0.49,0.77,0.82,0.73,0.73,0.98,0.82,0.0,0.06,0.0,1.0,0.91,0.75,0.63,0.08,0.05,0.04,0.03,0.97,0.02,0.22,0.21,0.43,0.49,0.28,0.68,0.07,0.49,0.5,0.01,0.79,0.64,0.13,0.35,0.44,0.1,0.22,0.13,0.11,0.11,0.18,0.2,0.21,0.23,0.23,0.35,0.22,0.0,0.0,0.02,0.91,0.57,0.69,0.83,,,,,,,,,,,,,,,,,,0.02,0.13,0.02,,,,,0.0,,0.21
Kansas City,city,Missouri,39.100105,-94.5781416,5,0.68,0.33,0.58,0.49,0.07,0.07,0.36,0.49,0.29,0.4,0.69,1.0,0.25,0.55,0.3,0.4,0.45,0.37,0.42,0.28,0.3,0.37,0.22,0.18,0.26,0.27,0.32,0.6,0.4,0.24,0.36,0.35,0.46,0.52,0.29,0.43,0.39,0.41,0.74,0.51,0.72,0.76,0.46,0.36,0.36,0.42,0.37,0.63,0.67,0.55,0.6,0.08,0.34,0.34,0.39,0.44,0.07,0.06,0.06,0.06,0.9,0.06,0.3,0.23,0.34,0.43,0.27,0.51,0.14,0.58,0.0,1.0,0.5,0.47,0.57,0.45,0.35,0.29,0.29,0.08,0.09,0.1,0.2,0.25,0.28,0.26,0.41,0.27,0.36,0.35,0.22,0.08,0.59,0.55,0.69,0.65,0.24,0.25,0.75,0.3,0.32,0.27,0.37,0.25,0.61,0.75,0.33,0.06,0.03,0.27,0.16,0.43,0.19,0.91,0.12,0.32,0.49,0.34,0.79,1,0.39,0.32,1.0
University City,city,Missouri,38.6569083,-90.3103443,10,0.05,0.32,0.94,0.22,0.13,0.02,0.37,0.47,0.31,0.43,0.06,1.0,0.34,0.58,0.18,0.56,0.45,0.27,0.4,0.37,0.42,0.61,0.3,0.18,0.19,0.25,0.46,0.05,0.33,0.18,0.27,0.67,0.4,0.57,0.29,0.9,0.25,0.74,0.46,0.56,0.64,0.59,0.43,0.38,0.38,0.66,0.35,0.67,0.78,0.05,0.63,0.02,0.53,0.52,0.57,0.53,0.23,0.2,0.2,0.17,0.88,0.05,0.24,0.19,0.34,0.46,0.23,0.56,0.09,0.57,0.0,0.06,0.75,0.5,0.42,0.42,0.19,0.1,0.49,0.12,0.15,0.24,0.35,0.34,0.36,0.37,0.51,0.32,0.26,0.01,0.0,0.18,0.6,0.65,0.54,0.66,,,,,,,,,,,,,,,,,,0.01,0.57,0.27,,,,,0.0,,0.26
Creve Coeur,city,Missouri,38.6613007,-90.4423653,9,0.0,0.31,0.06,0.9,0.22,0.02,0.29,0.39,0.25,0.57,0.02,1.0,0.8,0.64,0.4,0.91,0.43,0.02,0.28,0.98,1.0,1.0,0.54,0.21,0.58,0,0.58,0.0,0.08,0.11,0.1,0.92,0.04,0.51,0.33,0.69,0.01,1.0,0.25,0.38,0.25,0.26,0.31,0.91,0.91,0.96,0.9,0.36,0.24,0.0,0.03,0.0,0.48,0.36,0.33,0.3,0.2,0.13,0.11,0.09,0.88,0.04,0.1,0.1,0.29,0.4,0.04,0.76,0.02,0.39,0.5,0.01,0.79,0.67,0.03,0.26,0.71,0.0,0.0,0.49,0.54,0.62,0.53,0.49,0.55,0.5,0.13,0.16,0.22,0.0,0.0,0.17,0.62,0.65,0.64,0.58,,,,,,,,,,,,,,,,,,0.02,0.13,0.02,,,,,0.0,,0.06
Kirkwood,city,Missouri,38.5800713,-90.4069177,8,0.03,0.32,0.12,0.9,0.04,0.01,0.26,0.29,0.15,0.59,0.04,1.0,0.5,0.54,0.22,0.79,0.61,0.06,0.64,0.55,0.58,0.59,0.28,0.64,0.35,0,0.52,0.01,0.06,0.17,0.18,0.7,0.14,0.54,0.34,0.66,0.15,0.73,0.34,0.29,0.45,0.42,0.4,0.76,0.79,0.9,0.49,0.46,0.5,0.0,0.05,0.0,0.18,0.15,0.19,0.31,0.03,0.02,0.02,0.03,0.94,0.04,0.17,0.16,0.35,0.4,0.16,0.8,0.03,0.42,0.5,0.02,0.85,0.75,0.13,0.42,0.33,0.01,0.02,0.22,0.22,0.27,0.42,0.42,0.44,0.45,0.29,0.22,0.24,0.0,0.0,0.06,0.68,0.73,0.76,0.77,,,,,,,,,,,,,,,,,,0.02,0.25,0.09,,,,,0.0,,0.1
Fulton,city,Missouri,38.8467082,-91.9479586,7,0.0,0.58,0.22,0.82,0.03,0.01,0.68,0.61,0.59,0.55,0.0,0.0,0.2,0.35,0.54,0.4,0.69,0.32,0.55,0.23,0.18,0.18,0.18,0.25,0.15,0.36,0.52,0.01,0.29,0.55,0.59,0.24,0.19,0.27,0.19,0.93,0.35,0.43,0.63,0.59,0.5,0.58,0.36,0.47,0.49,0.52,0.28,0.82,0.83,0.0,0.2,0.0,0.15,0.11,0.25,0.29,0.01,0.01,0.02,0.02,0.95,0.02,0.13,0.12,0.29,0.31,0.31,0.54,0.07,0.55,0.0,0.02,0.64,0.54,0.28,0.75,0.48,0.53,0.32,0.06,0.06,0.06,0.06,0.1,0.1,0.13,0.39,0.17,0.31,0.0,0.0,0.03,0.72,0.49,0.49,0.57,,,,,,,,,,,,,,,,,,0.03,0.08,0.0,,,,,0.0,,0.16
Hazelwood,city,Missouri,38.7761446,-90.3715909,10,0.01,0.31,0.21,0.82,0.06,0.02,0.32,0.52,0.3,0.32,0.02,1.0,0.39,0.73,0.29,0.59,0.36,0.1,0.51,0.4,0.37,0.36,0.42,0.17,0.21,0.35,0.6,0.01,0.1,0.2,0.29,0.32,0.21,0.73,0.59,0.27,0.28,0.47,0.55,0.42,0.63,0.62,0.4,0.61,0.64,0.79,0.55,0.73,0.74,0.0,0.15,0.0,0.12,0.16,0.24,0.24,0.02,0.02,0.03,0.03,0.94,0.03,0.14,0.13,0.35,0.45,0.22,0.62,0.05,0.48,0.5,0.02,0.77,0.56,0.06,0.18,0.56,0.04,0.0,0.16,0.13,0.11,0.41,0.37,0.39,0.39,0.15,0.13,0.26,0.0,0.0,0.07,0.71,0.64,0.68,0.68,,,,,,,,,,,,,,,,,,0.01,0.26,0.04,,,,,0.0,,0.17
Poplar Bluff,city,Missouri,36.7568327,-90.3957115,2,0.01,0.31,0.16,0.86,0.03,0.01,0.4,0.41,0.27,0.66,0.0,0.0,0.05,0.16,0.38,0.28,0.79,0.89,0.51,0.09,0.13,0.13,0.12,0.26,0.41,0.02,0.49,0.04,0.71,0.76,0.74,0.17,0.56,0.24,0.26,0.63,0.45,0.35,0.75,0.25,0.73,0.77,0.37,0.41,0.42,0.3,0.55,0.55,0.57,0.01,0.3,0.0,0.34,0.25,0.3,0.26,0.03,0.02,0.02,0.01,0.97,0.04,0.17,0.15,0.31,0.29,0.37,0.43,0.12,0.61,0.0,0.04,0.61,0.46,0.32,0.6,0.48,0.68,0.65,0.02,0.02,0.04,0.05,0.08,0.07,0.07,0.56,0.3,0.4,0.02,0.0,0.03,0.74,0.49,0.64,0.71,,,,,,,,,,,,,,,,,,0.03,0.14,0.03,,,,,0.0,,0.19
Reno,city,Nevada,39.5261206,-119.8126581,9,0.2,0.28,0.06,0.79,0.3,0.2,0.34,0.52,0.36,0.38,0.21,1.0,0.28,0.64,0.27,0.39,0.37,0.2,0.36,0.33,0.38,0.4,0.24,0.17,0.26,0.23,0.32,0.14,0.3,0.18,0.3,0.35,0.33,0.65,0.11,0.29,0.29,0.38,0.98,0.51,0.91,0.97,0.35,0.5,0.52,0.57,0.44,0.62,0.65,0.06,0.24,0.11,0.54,0.6,0.66,0.7,0.45,0.44,0.44,0.43,0.73,0.21,0.24,0.17,0.27,0.33,0.28,0.28,0.31,0.73,0.0,0.22,0.74,0.28,0.05,0.15,0.71,0.39,0.37,0.25,0.25,0.27,0.36,0.36,0.41,0.37,0.52,0.58,0.29,0.34,0.07,0.35,0.17,0.2,0.4,0.12,0.05,0.18,0.93,0.24,0.1,0.24,0.44,0.18,0.84,0.87,0.06,0.09,0.12,0.09,0.05,0.57,0.44,0.17,0.19,0.29,0.14,0.08,0.92,0.5,0.52,0.22,0.28
Boulder City,city,Nevada,35.9787638,-114.8337739,9,0.0,0.36,0.01,0.96,0.06,0.07,0.37,0.29,0.17,0.79,0.0,0.0,0.37,0.27,0.25,0.68,0.74,0.07,1.0,0.39,0.41,0.4,0.03,0.24,0.6,0.3,0.39,0.01,0.16,0.13,0.28,0.35,0.26,0.28,0.12,0.31,0.31,0.46,0.52,0.2,0.4,0.47,0.29,0.67,0.67,0.83,0.69,0.4,0.54,0.0,0.07,0.0,0.08,0.1,0.12,0.15,0.02,0.02,0.02,0.03,0.94,0.02,0.2,0.21,0.37,0.33,0.47,0.67,0.1,0.53,0.5,0.02,0.71,0.7,0.02,0.44,0.75,0.11,0.06,0.28,0.28,0.29,0.42,0.46,0.52,0.48,0.51,0.56,0.12,0.0,0.0,0.09,0.04,0.34,0.41,0.05,,,,,,,,,,,,,,,,,,0.1,0.03,0.02,,,,,0.0,,0.12
Henderson,city,Nevada,36.0301134,-114.9826194,7,0.09,0.51,0.05,0.87,0.12,0.15,0.38,0.47,0.25,0.26,0.1,0.99,0.45,0.73,0.1,0.4,0.3,0.16,0.5,0.41,0.39,0.39,0.3,0.19,0.25,0.31,0.37,0.04,0.18,0.14,0.29,0.27,0.32,0.64,0.16,0.2,0.29,0.36,0.69,0.28,0.66,0.69,0.52,0.68,0.67,0.69,0.64,0.45,0.52,0.02,0.15,0.02,0.38,0.39,0.43,0.48,0.14,0.13,0.13,0.13,0.85,0.06,0.32,0.31,0.55,0.59,0.48,0.59,0.23,0.44,0.5,0.11,0.65,0.57,0.06,0.1,0.96,0.12,0.13,0.22,0.22,0.23,0.5,0.51,0.55,0.52,0.45,0.59,0.22,0.01,0.2,0.16,0.12,0.11,0.29,0.0,,,,,,,,,,,,,,,,,,0.21,0.08,0.03,,,,,0.0,,0.11
Las Vegas,city,Nevada,36.1672559,-115.148516,7,0.4,0.41,0.22,0.67,0.22,0.23,0.34,0.48,0.29,0.33,0.41,1.0,0.31,0.67,0.16,0.32,0.37,0.28,0.47,0.32,0.33,0.36,0.24,0.21,0.29,0.26,0.32,0.26,0.3,0.23,0.4,0.2,0.41,0.59,0.06,0.18,0.29,0.29,1.0,0.41,0.87,0.96,0.47,0.49,0.49,0.57,0.46,0.59,0.59,0.18,0.35,0.18,0.43,0.48,0.5,0.58,0.31,0.3,0.29,0.3,0.75,0.24,0.35,0.29,0.43,0.49,0.4,0.4,0.36,0.6,0.0,0.53,0.63,0.38,0.35,0.12,0.79,0.31,0.2,0.2,0.19,0.19,0.35,0.38,0.45,0.37,0.55,0.51,0.21,0.2,0.54,0.3,0.14,0.23,0.42,0.07,0.25,0.14,0.8,0.13,0.33,0.17,0.37,0.14,0.8,0.79,0.19,0.1,0.21,0.22,0.11,0.71,0.12,0.24,0.26,0.16,0.41,0.36,0.28,0.5,0.27,0.2,0.42
